job_id,job_title,job_description,skills_required,certifications,industry,experience_level,education_required
686,Video Editor 686,"We are hiring a Video Editor in the Telecommunications industry. Candidate should have strong skills in Marketing, Leadership, Content Creation and demonstrate professional competency.","Marketing, Leadership, Content Creation",Chartered Accountant,Telecommunications,Senior,B.Tech
687,Cab Driver 687,"We are hiring a Cab Driver in the Agriculture industry. Candidate should have strong skills in Data Analysis, Patient Care, Marketing and demonstrate professional competency.","Data Analysis, Patient Care, Marketing",AWS Certified,Agriculture,Manager,PhD
688,Logistics Coordinator 688,"We are hiring a Logistics Coordinator in the Real Estate industry. Candidate should have strong skills in Communication, Problem Solving, Excel and demonstrate professional competency.","Communication, Problem Solving, Excel",Cisco CCNA,Real Estate,Manager,B.Tech
689,Automobile Engineer 689,"We are hiring a Automobile Engineer in the Pharmaceutical industry. Candidate should have strong skills in Sales Strategy, Teaching, Accounting and demonstrate professional competency.","Sales Strategy, Teaching, Accounting",Google Data Analytics,Pharmaceutical,Mid-Level,B.Tech
690,DevOps Engineer 690,"We are hiring a DevOps Engineer in the Healthcare industry. Candidate should have strong skills in Problem Solving, AutoCAD, Java and demonstrate professional competency.","Problem Solving, AutoCAD, Java",Scrum Master,Healthcare,Fresher,Diploma
691,AI Engineer 691,"We are hiring a AI Engineer in the Retail industry. Candidate should have strong skills in Excel, Cybersecurity, Machine Operation and demonstrate professional competency.","Excel, Cybersecurity, Machine Operation",AWS Certified,Retail,Senior,B.Tech
692,Blockchain Developer 692,"We are hiring a Blockchain Developer in the Agriculture industry. Candidate should have strong skills in Sales Strategy, Data Analysis, Project Management and demonstrate professional competency.","Sales Strategy, Data Analysis, Project Management",IELTS,Agriculture,Fresher,B.Ed
693,Insurance Advisor 693,"We are hiring a Insurance Advisor in the Real Estate industry. Candidate should have strong skills in Leadership, Excel, Marketing and demonstrate professional competency.","Leadership, Excel, Marketing",TEFL,Real Estate,Senior,BSc
694,ML Engineer 694,"We are hiring a ML Engineer in the Retail industry. Candidate should have strong skills in Java, Communication, Sales Strategy and demonstrate professional competency.","Java, Communication, Sales Strategy",Six Sigma,Retail,Fresher,12th Pass
695,Hotel Manager 695,"We are hiring a Hotel Manager in the Hospitality industry. Candidate should have strong skills in Java, Machine Operation, AutoCAD and demonstrate professional competency.","Java, Machine Operation, AutoCAD",Cisco CCNA,Hospitality,Junior,MBBS
696,Recruiter 696,"We are hiring a Recruiter in the Retail industry. Candidate should have strong skills in Cloud Computing, Marketing, C++ and demonstrate professional competency.","Cloud Computing, Marketing, C++",Google Data Analytics,Retail,Junior,MSc
697,Production Manager 697,"We are hiring a Production Manager in the Automobile industry. Candidate should have strong skills in Accounting, Public Speaking, Machine Operation and demonstrate professional competency.","Accounting, Public Speaking, Machine Operation",PMP,Automobile,Junior,BA
698,Event Planner 698,"We are hiring a Event Planner in the IT industry. Candidate should have strong skills in C++, Data Analysis, Accounting and demonstrate professional competency.","C++, Data Analysis, Accounting",Cisco CCNA,IT,Fresher,B.Tech
699,Chef 699,"We are hiring a Chef in the Retail industry. Candidate should have strong skills in Patient Care, Cybersecurity, Machine Operation and demonstrate professional competency.","Patient Care, Cybersecurity, Machine Operation",Six Sigma,Retail,Junior,MSc
700,Cybersecurity Analyst 700,"We are hiring a Cybersecurity Analyst in the IT industry. Candidate should have strong skills in Data Analysis, Customer Service, Cybersecurity and demonstrate professional competency.","Data Analysis, Customer Service, Cybersecurity",Six Sigma,IT,Mid-Level,BSc
701,Data Analyst 701,"We are hiring a Data Analyst in the Government industry. Candidate should have strong skills in Teaching, Patient Care, AutoCAD and demonstrate professional competency.","Teaching, Patient Care, AutoCAD",Six Sigma,Government,Executive,ITI
702,Yoga Instructor 702,"We are hiring a Yoga Instructor in the Transportation industry. Candidate should have strong skills in Cybersecurity, Teaching, Excel and demonstrate professional competency.","Cybersecurity, Teaching, Excel",Digital Marketing Certification,Transportation,Executive,MBA
703,Professor 703,"We are hiring a Professor in the Real Estate industry. Candidate should have strong skills in Java, Project Management, Marketing and demonstrate professional competency.","Java, Project Management, Marketing",IELTS,Real Estate,Senior,MBA
704,AI Engineer 704,"We are hiring a AI Engineer in the Finance industry. Candidate should have strong skills in Leadership, Project Management, Public Speaking and demonstrate professional competency.","Leadership, Project Management, Public Speaking",Cisco CCNA,Finance,Manager,MSc
705,Event Planner 705,"We are hiring a Event Planner in the Education industry. Candidate should have strong skills in Python, Teaching, Data Analysis and demonstrate professional competency.","Python, Teaching, Data Analysis",Digital Marketing Certification,Education,Fresher,PhD
706,HR Manager 706,"We are hiring a HR Manager in the Retail industry. Candidate should have strong skills in Machine Operation, C++, SQL and demonstrate professional competency.","Machine Operation, C++, SQL",Six Sigma,Retail,Junior,BA
707,Chef 707,"We are hiring a Chef in the Manufacturing industry. Candidate should have strong skills in Sales Strategy, Teaching, Customer Service and demonstrate professional competency.","Sales Strategy, Teaching, Customer Service",First Aid Certified,Manufacturing,Mid-Level,B.Ed
708,Real Estate Agent 708,"We are hiring a Real Estate Agent in the Agriculture industry. Candidate should have strong skills in Accounting, Problem Solving, Patient Care and demonstrate professional competency.","Accounting, Problem Solving, Patient Care",Google Data Analytics,Agriculture,Manager,ITI
709,Marine Biologist 709,"We are hiring a Marine Biologist in the Defense industry. Candidate should have strong skills in Data Analysis, Python, Machine Operation and demonstrate professional competency.","Data Analysis, Python, Machine Operation",Cisco CCNA,Defense,Manager,MBA
710,Tour Guide 710,"We are hiring a Tour Guide in the Automobile industry. Candidate should have strong skills in Sales Strategy, Problem Solving, SQL and demonstrate professional competency.","Sales Strategy, Problem Solving, SQL",Six Sigma,Automobile,Junior,B.Ed
711,Marine Biologist 711,"We are hiring a Marine Biologist in the Construction industry. Candidate should have strong skills in Public Speaking, Java, Cybersecurity and demonstrate professional competency.","Public Speaking, Java, Cybersecurity",Six Sigma,Construction,Executive,BCom
712,Textile Engineer 712,"We are hiring a Textile Engineer in the Energy industry. Candidate should have strong skills in Leadership, Accounting, Sales Strategy and demonstrate professional competency.","Leadership, Accounting, Sales Strategy",First Aid Certified,Energy,Manager,ITI
713,Teacher 713,"We are hiring a Teacher in the Finance industry. Candidate should have strong skills in Cybersecurity, AutoCAD, Public Speaking and demonstrate professional competency.","Cybersecurity, AutoCAD, Public Speaking",AWS Certified,Finance,Senior,MBA
714,Social Worker 714,"We are hiring a Social Worker in the Telecommunications industry. Candidate should have strong skills in Communication, Excel, Accounting and demonstrate professional competency.","Communication, Excel, Accounting",IELTS,Telecommunications,Manager,PhD
715,Social Worker 715,"We are hiring a Social Worker in the Defense industry. Candidate should have strong skills in Marketing, SQL, Data Analysis and demonstrate professional competency.","Marketing, SQL, Data Analysis",PMP,Defense,Fresher,B.Ed
716,Factory Supervisor 716,"We are hiring a Factory Supervisor in the Retail industry. Candidate should have strong skills in Excel, Marketing, AutoCAD and demonstrate professional competency.","Excel, Marketing, AutoCAD",TEFL,Retail,Manager,BA
717,Accountant 717,"We are hiring a Accountant in the Media industry. Candidate should have strong skills in C++, Patient Care, Data Analysis and demonstrate professional competency.","C++, Patient Care, Data Analysis",Cisco CCNA,Media,Junior,PhD
718,Air Hostess 718,"We are hiring a Air Hostess in the Telecommunications industry. Candidate should have strong skills in Sales Strategy, Java, Patient Care and demonstrate professional competency.","Sales Strategy, Java, Patient Care",TEFL,Telecommunications,Executive,MBA
719,Accountant 719,"We are hiring a Accountant in the Legal industry. Candidate should have strong skills in Marketing, Communication, Leadership and demonstrate professional competency.","Marketing, Communication, Leadership",PMP,Legal,Junior,BA
720,Animator 720,"We are hiring a Animator in the Media industry. Candidate should have strong skills in SQL, Content Creation, Python and demonstrate professional competency.","SQL, Content Creation, Python",PMP,Media,Executive,MBBS
